index,sample,etchlevel,etchtime,element,species,spin,expected_eV,fitted_eV,fitted_stderr,delta_eV
0,ReTa03,0,0.0,Re4f,Re metal,7/2,40.3,40.69962036041788,0.007485347202605467,0.3996203604178845
0,ReTa03,0,0.0,Re4f,Re metal,5/2,42.7,43.125194074793924,0.008570056579797387,0.4251940747939216
0,ReTa03,0,0.0,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.053101141695884625,-0.4999999999999929
0,ReTa03,0,0.0,Re4f,ReO2 (Re4+),5/2,44.7,44.22557371437605,0.05212613513596461,-0.47442628562395583
0,ReTa03,0,0.0,Re4f,ReO3 (Re6+),7/2,43.1,43.491447053317145,0.17901227535994094,0.3914470533171439
0,ReTa03,0,0.0,Re4f,ReO3 (Re6+),5/2,45.5,45.91702076769319,0.17846671357031937,0.4170207676931881
0,ReTa03,0,0.0,Re4f,Re2O7 (Re7+),7/2,45.5,46.69999999999877,0.4426323116454185,1.1999999999987665
0,ReTa03,0,0.0,Re4f,Re2O7 (Re7+),5/2,47.9,49.12557371437481,0.4430299132859927,1.2255737143748107
1,ReTa03,1,10.013,Re4f,Re metal,7/2,40.3,40.6573818527847,0.008933135880988737,0.35738185278470525
1,ReTa03,1,10.013,Re4f,Re metal,5/2,42.7,43.0924257404674,0.010400673531526553,0.3924257404673952
1,ReTa03,1,10.013,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3374087338203241,-0.4999999999999929
1,ReTa03,1,10.013,Re4f,ReO2 (Re4+),5/2,44.7,44.2350438876827,0.33627076505534065,-0.46495611231730294
1,ReTa03,1,10.013,Re4f,ReO3 (Re6+),7/2,43.1,43.15835065146061,1.2017330521189324,0.05835065146060714
1,ReTa03,1,10.013,Re4f,ReO3 (Re6+),5/2,45.5,45.593394539143304,1.2004511435525649,0.0933945391433042
1,ReTa03,1,10.013,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.3939828768617424,1.1999999999999957
1,ReTa03,1,10.013,Re4f,Re2O7 (Re7+),5/2,47.9,49.13504388768269,0.3938033295059735,1.2350438876826928
2,ReTa03,2,20.026,Re4f,Re metal,7/2,40.3,40.66038629545541,0.009341904041803488,0.3603862954554131
2,ReTa03,2,20.026,Re4f,Re metal,5/2,42.7,43.09630398204775,0.010883585401530315,0.39630398204774764
2,ReTa03,2,20.026,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3656087161104464,-0.4999999999999929
2,ReTa03,2,20.026,Re4f,ReO2 (Re4+),5/2,44.7,44.235917686592344,0.3643754192080851,-0.4640823134076584
2,ReTa03,2,20.026,Re4f,ReO3 (Re6+),7/2,43.1,43.14396418761481,1.2814039414898217,0.04396418761481158
2,ReTa03,2,20.026,Re4f,ReO3 (Re6+),5/2,45.5,45.57988187420715,1.2800202517090047,0.0798818742071532
2,ReTa03,2,20.026,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.39022113269462394,1.1999999999999957
2,ReTa03,2,20.026,Re4f,Re2O7 (Re7+),5/2,47.9,49.135917686592336,0.39007084437216,1.2359176865923374
3,ReTa03,3,30.038,Re4f,Re metal,7/2,40.3,40.663926354834594,0.008937416649968602,0.36392635483459657
3,ReTa03,3,30.038,Re4f,Re metal,5/2,42.7,43.09822233630306,0.010405299985783673,0.39822233630305703
3,ReTa03,3,30.038,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3420476672048837,-0.4999999999999929
3,ReTa03,3,30.038,Re4f,ReO2 (Re4+),5/2,44.7,44.23429598146847,0.34088235145482976,-0.4657040185315324
3,ReTa03,3,30.038,Re4f,ReO3 (Re6+),7/2,43.1,43.155879039229205,1.199621203341908,0.0558790392292039
3,ReTa03,3,30.038,Re4f,ReO3 (Re6+),5/2,45.5,45.59017502069767,1.19832723604057,0.09017502069767147
3,ReTa03,3,30.038,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.3932513109817914,1.1999999999999957
3,ReTa03,3,30.038,Re4f,Re2O7 (Re7+),5/2,47.9,49.13429598146846,0.3930944413927941,1.2342959814684633
4,ReTa03,4,40.051,Re4f,Re metal,7/2,40.3,40.66055817396194,0.009219321594362812,0.360558173961941
4,ReTa03,4,40.051,Re4f,Re metal,5/2,42.7,43.096430198995705,0.010813483531415027,0.3964301989957022
4,ReTa03,4,40.051,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.37328547348732255,-0.4999999999999929
4,ReTa03,4,40.051,Re4f,ReO2 (Re4+),5/2,44.7,44.23587202503377,0.371966799620231,-0.4641279749662317
4,ReTa03,4,40.051,Re4f,ReO3 (Re6+),7/2,43.1,43.12925728140523,1.2740156457029634,0.029257281405229207
4,ReTa03,4,40.051,Re4f,ReO3 (Re6+),5/2,45.5,45.565129306439,1.2725357017236334,0.0651293064389975
4,ReTa03,4,40.051,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.3882309255773248,1.1999999999999957
4,ReTa03,4,40.051,Re4f,Re2O7 (Re7+),5/2,47.9,49.13587202503376,0.3881174331743416,1.235872025033764
5,ReTa03,5,50.064,Re4f,Re metal,7/2,40.3,40.65769087923563,0.008966225032700531,0.3576908792356335
5,ReTa03,5,50.064,Re4f,Re metal,5/2,42.7,43.093010478319286,0.010376873363440767,0.39301047831928315
5,ReTa03,5,50.064,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3539927703748499,-0.4999999999999929
5,ReTa03,5,50.064,Re4f,ReO2 (Re4+),5/2,44.7,44.23531959908366,0.352999046057436,-0.4646804009163432
5,ReTa03,5,50.064,Re4f,ReO3 (Re6+),7/2,43.1,43.153504967878504,1.274139660348512,0.053504967878502896
5,ReTa03,5,50.064,Re4f,ReO3 (Re6+),5/2,45.5,45.58882456696216,1.2730064916897474,0.08882456696215968
5,ReTa03,5,50.064,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.39161497239066567,1.1999999999999957
5,ReTa03,5,50.064,Re4f,Re2O7 (Re7+),5/2,47.9,49.13531959908365,0.3914025989299967,1.2353195990836525
6,ReTa03,6,60.077,Re4f,Re metal,7/2,40.3,40.65817013345688,0.008910960344735125,0.35817013345688054
6,ReTa03,6,60.077,Re4f,Re metal,5/2,42.7,43.093508552475015,0.010385322477739677,0.39350855247501215
6,ReTa03,6,60.077,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.36193110772133996,-0.4999999999999929
6,ReTa03,6,60.077,Re4f,ReO2 (Re4+),5/2,44.7,44.23533841901814,0.3608125881278891,-0.4646615809818613
6,ReTa03,6,60.077,Re4f,ReO3 (Re6+),7/2,43.1,43.13980813088293,1.2583659955251576,0.03980813088293189
6,ReTa03,6,60.077,Re4f,ReO3 (Re6+),5/2,45.5,45.57514654990107,1.2570967942753057,0.07514654990107061
6,ReTa03,6,60.077,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.3930950177080409,1.1999999999999957
6,ReTa03,6,60.077,Re4f,Re2O7 (Re7+),5/2,47.9,49.13533841901813,0.39292233757955075,1.2353384190181345
7,ReTa03,7,70.09,Re4f,Re metal,7/2,40.3,40.65504308561672,0.009165992760004845,0.35504308561672104
7,ReTa03,7,70.09,Re4f,Re metal,5/2,42.7,43.09051416345552,0.010612674289258448,0.3905141634555207
7,ReTa03,7,70.09,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.36699873659779414,-0.4999999999999929
7,ReTa03,7,70.09,Re4f,ReO2 (Re4+),5/2,44.7,44.23547107783881,0.3659946828857691,-0.46452892216119324
7,ReTa03,7,70.09,Re4f,ReO3 (Re6+),7/2,43.1,43.14676752912083,1.308596719387315,0.046767529120828044
7,ReTa03,7,70.09,Re4f,ReO3 (Re6+),5/2,45.5,45.582238606959635,1.3074399835658836,0.08223860695963481
7,ReTa03,7,70.09,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.38922929645123355,1.1999999999999957
7,ReTa03,7,70.09,Re4f,Re2O7 (Re7+),5/2,47.9,49.1354710778388,0.3890046562717465,1.2354710778388025
8,ReTa03,8,80.103,Re4f,Re metal,7/2,40.3,40.65427933877124,0.008725669701491799,0.3542793387712422
8,ReTa03,8,80.103,Re4f,Re metal,5/2,42.7,43.08851503295162,0.010113642444922088,0.3885150329516165
8,ReTa03,8,80.103,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3410977704494294,-0.4999999999999929
8,ReTa03,8,80.103,Re4f,ReO2 (Re4+),5/2,44.7,44.234235694180384,0.34015498620364965,-0.4657643058196186
8,ReTa03,8,80.103,Re4f,ReO3 (Re6+),7/2,43.1,43.156341620014196,1.2033794288090194,0.056341620014194405
8,ReTa03,8,80.103,Re4f,ReO3 (Re6+),5/2,45.5,45.590577314194576,1.2022926405318217,0.09057731419457582
8,ReTa03,8,80.103,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.39370784878222637,1.1999999999999957
8,ReTa03,8,80.103,Re4f,Re2O7 (Re7+),5/2,47.9,49.134235694180376,0.3934757573371824,1.2342356941803772
9,ReTa03,9,90.115,Re4f,Re metal,7/2,40.3,40.6526753578993,0.008946930961570333,0.35267535789930093
9,ReTa03,9,90.115,Re4f,Re metal,5/2,42.7,43.08840469668255,0.010370599974483955,0.3884046966825494
9,ReTa03,9,90.115,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3660653457174809,-0.4999999999999929
9,ReTa03,9,90.115,Re4f,ReO2 (Re4+),5/2,44.7,44.23572933878326,0.36510132228096487,-0.46427066121674443
9,ReTa03,9,90.115,Re4f,ReO3 (Re6+),7/2,43.1,43.145413356318436,1.2885344487836121,0.04541335631843424
9,ReTa03,9,90.115,Re4f,ReO3 (Re6+),5/2,45.5,45.58114269510169,1.2874146162910214,0.08114269510168981
9,ReTa03,9,90.115,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.39471493031483346,1.1999999999999957
9,ReTa03,9,90.115,Re4f,Re2O7 (Re7+),5/2,47.9,49.13572933878325,0.39448161862038805,1.2357293387832513
10,ReTa04,0,0.0,Re4f,Re metal,7/2,40.3,40.65086560039642,0.007860508280490683,0.3508656003964248
10,ReTa04,0,0.0,Re4f,Re metal,5/2,42.7,43.07173761828265,0.008923406969377294,0.3717376182826442
10,ReTa04,0,0.0,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.05443878459756144,-0.4999999999999929
10,ReTa04,0,0.0,Re4f,ReO2 (Re4+),5/2,44.7,44.22087201788623,0.054576423379922495,-0.4791279821137735
10,ReTa04,0,0.0,Re4f,ReO3 (Re6+),7/2,43.1,43.4587754748435,0.19140757059275842,0.3587754748434975
10,ReTa04,0,0.0,Re4f,ReO3 (Re6+),5/2,45.5,45.879647492729724,0.191940601732703,0.379647492729724
10,ReTa04,0,0.0,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.45132887016412226,1.1999999999999957
10,ReTa04,0,0.0,Re4f,Re2O7 (Re7+),5/2,47.9,49.12087201788622,0.4513618978957783,1.2208720178862222
11,ReTa04,1,10.013,Re4f,Re metal,7/2,40.3,40.59781819963814,0.007969883618168043,0.2978181996381437
11,ReTa04,1,10.013,Re4f,Re metal,5/2,42.7,43.03187473079691,0.009057169724732965,0.33187473079690477
11,ReTa04,1,10.013,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.30898196657816734,-0.4999999999999929
11,ReTa04,1,10.013,Re4f,ReO2 (Re4+),5/2,44.7,44.23405653115877,0.3093166377517042,-0.46594346884123183
11,ReTa04,1,10.013,Re4f,ReO3 (Re6+),7/2,43.1,43.21364244208566,1.0319659130034813,0.11364244208565566
11,ReTa04,1,10.013,Re4f,ReO3 (Re6+),5/2,45.5,45.647698973244424,1.0320993160476246,0.14769897324442383
11,ReTa04,1,10.013,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.3443572956548966,1.1999999999999957
11,ReTa04,1,10.013,Re4f,Re2O7 (Re7+),5/2,47.9,49.13405653115876,0.34367542325715483,1.234056531158764
12,ReTa04,2,20.026,Re4f,Re metal,7/2,40.3,40.5982286695706,0.008442876107932182,0.2982286695706051
12,ReTa04,2,20.026,Re4f,Re metal,5/2,42.7,43.035330051039004,0.009722545278197334,0.3353300510390014
12,ReTa04,2,20.026,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.34799255869515455,-0.4999999999999929
12,ReTa04,2,20.026,Re4f,ReO2 (Re4+),5/2,44.7,44.237101381468406,0.3478902475200542,-0.46289861853159664
12,ReTa04,2,20.026,Re4f,ReO3 (Re6+),7/2,43.1,43.17533897002981,1.1441809242891798,0.07533897002981149
12,ReTa04,2,20.026,Re4f,ReO3 (Re6+),5/2,45.5,45.612440351498215,1.1438333343588873,0.11244035149821485
12,ReTa04,2,20.026,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.34418052010529104,1.1999999999999957
12,ReTa04,2,20.026,Re4f,Re2O7 (Re7+),5/2,47.9,49.1371013814684,0.34359481624221083,1.237101381468399
13,ReTa04,3,30.039,Re4f,Re metal,7/2,40.3,40.597918241816615,0.00852023689307296,0.2979182418166175
13,ReTa04,3,30.039,Re4f,Re metal,5/2,42.7,43.03398750338813,0.009754739894417748,0.3339875033881299
13,ReTa04,3,30.039,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.34539979152297884,-0.4999999999999929
13,ReTa04,3,30.039,Re4f,ReO2 (Re4+),5/2,44.7,44.23606926157152,0.3454511828747481,-0.46393073842848054
13,ReTa04,3,30.039,Re4f,ReO3 (Re6+),7/2,43.1,43.18460066380773,1.1455450789512032,0.08460066380772702
13,ReTa04,3,30.039,Re4f,ReO3 (Re6+),5/2,45.5,45.62066992537925,1.145357241535245,0.12066992537924648
13,ReTa04,3,30.039,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.3448588984702145,1.1999999999999957
13,ReTa04,3,30.039,Re4f,Re2O7 (Re7+),5/2,47.9,49.136069261571514,0.3442211497312723,1.2360692615715152
14,ReTa04,4,40.051,Re4f,Re metal,7/2,40.3,40.59910728239499,0.008509605515307573,0.29910728239499207
14,ReTa04,4,40.051,Re4f,Re metal,5/2,42.7,43.03630828372317,0.009796697569692687,0.3363082837231701
14,ReTa04,4,40.051,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3625352577360608,-0.4999999999999929
14,ReTa04,4,40.051,Re4f,ReO2 (Re4+),5/2,44.7,44.23720100132819,0.36237936300052576,-0.46279899867181484
14,ReTa04,4,40.051,Re4f,ReO3 (Re6+),7/2,43.1,43.16322433968133,1.1869613618361072,0.06322433968132657
14,ReTa04,4,40.051,Re4f,ReO3 (Re6+),5/2,45.5,45.60042534100951,1.186554135742965,0.10042534100951173
14,ReTa04,4,40.051,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.34010504755408333,1.1999999999999957
14,ReTa04,4,40.051,Re4f,Re2O7 (Re7+),5/2,47.9,49.13720100132818,0.3395329994447141,1.237201001328181
15,ReTa04,5,50.063,Re4f,Re metal,7/2,40.3,40.59903384787089,0.008448712676041132,0.29903384787089493
15,ReTa04,5,50.063,Re4f,Re metal,5/2,42.7,43.03550918349417,0.009677088465145582,0.3355091834941675
15,ReTa04,5,50.063,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.37676405220991344,-0.4999999999999929
15,ReTa04,5,50.063,Re4f,ReO2 (Re4+),5/2,44.7,44.23647533562328,0.37680783458811123,-0.46352466437672035
15,ReTa04,5,50.063,Re4f,ReO3 (Re6+),7/2,43.1,43.16515766730283,1.258444405468052,0.06515766730282735
15,ReTa04,5,50.063,Re4f,ReO3 (Re6+),5/2,45.5,45.60163300292611,1.2582441565209617,0.101633002926107
15,ReTa04,5,50.063,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.34451856002448156,1.1999999999999957
15,ReTa04,5,50.063,Re4f,Re2O7 (Re7+),5/2,47.9,49.136475335623274,0.3438963847568613,1.2364753356232754
16,ReTa04,6,60.076,Re4f,Re metal,7/2,40.3,40.601471794747525,0.008546681705647258,0.3014717947475276
16,ReTa04,6,60.076,Re4f,Re metal,5/2,42.7,43.03915107202908,0.00981754803485372,0.33915107202907535
16,ReTa04,6,60.076,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3839665539747901,-0.4999999999999929
16,ReTa04,6,60.076,Re4f,ReO2 (Re4+),5/2,44.7,44.23767927728156,0.3838515377968494,-0.46232072271844515
16,ReTa04,6,60.076,Re4f,ReO3 (Re6+),7/2,43.1,43.157164550510934,1.269976663156204,0.057164550510933054
16,ReTa04,6,60.076,Re4f,ReO3 (Re6+),5/2,45.5,45.59484382779249,1.2696143046136743,0.0948438277924879
16,ReTa04,6,60.076,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.34565090603100834,1.1999999999999957
16,ReTa04,6,60.076,Re4f,Re2O7 (Re7+),5/2,47.9,49.13767927728155,0.3450722654732228,1.2376792772815506
17,ReTa04,7,70.089,Re4f,Re metal,7/2,40.3,40.603440941576814,0.00875732737790913,0.30344094157681667
17,ReTa04,7,70.089,Re4f,Re metal,5/2,42.7,43.04013620052304,0.010002871695959871,0.34013620052303395
17,ReTa04,7,70.089,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.3991077007773848,-0.4999999999999929
17,ReTa04,7,70.089,Re4f,ReO2 (Re4+),5/2,44.7,44.23669525894623,0.399123612522334,-0.4633047410537756
17,ReTa04,7,70.089,Re4f,ReO3 (Re6+),7/2,43.1,43.15879313028746,1.334519017132786,0.05879313028745514
17,ReTa04,7,70.089,Re4f,ReO3 (Re6+),5/2,45.5,45.59548838923368,1.334290233654576,0.09548838923367953
17,ReTa04,7,70.089,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.344084979249617,1.1999999999999957
17,ReTa04,7,70.089,Re4f,Re2O7 (Re7+),5/2,47.9,49.13669525894622,0.3434580564543311,1.2366952589462201
18,ReTa04,8,80.101,Re4f,Re metal,7/2,40.3,40.599844909800424,0.008583925793007903,0.2998449098004272
18,ReTa04,8,80.101,Re4f,Re metal,5/2,42.7,43.03714573248603,0.009935870287315714,0.33714573248602875
18,ReTa04,8,80.101,Re4f,ReO2 (Re4+),7/2,42.3,41.800000000000004,0.37197743322375315,-0.4999999999999929
18,ReTa04,8,80.101,Re4f,ReO2 (Re4+),5/2,44.7,44.23730082268561,0.37162437799117054,-0.46269917731439136
18,ReTa04,8,80.101,Re4f,ReO3 (Re6+),7/2,43.1,43.150938090061736,1.215204276760193,0.05093809006173444
18,ReTa04,8,80.101,Re4f,ReO3 (Re6+),5/2,45.5,45.58823891274734,1.2145888552371102,0.08823891274734308
18,ReTa04,8,80.101,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999996,0.3379578249094693,1.1999999999999957
18,ReTa04,8,80.101,Re4f,Re2O7 (Re7+),5/2,47.9,49.1373008226856,0.3374309256291251,1.2373008226856044
19,ReTa04,9,90.114,Re4f,Re metal,7/2,40.3,40.59966044962573,0.008036123705264502,0.29966044962573335
